GCM	RCM	scenario	time_step	variable	file	url
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_Hg0175_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231_OLD.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Atmos_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_LSCE-IPSL-CDFt-L-1V-0L-1976-2005_day_20060101-21001231.nc
